5 Minutes,Flow (Veh/5 Minutes),# Lane Points,% Observed
10/08/2017 0:00,126,4,0.00
10/08/2017 0:05,121,4,0.00
10/08/2017 0:10,121,4,0.00
10/08/2017 0:15,115,4,0.00
10/08/2017 0:20,109,4,0.00
10/08/2017 0:25,104,4,0.00
10/08/2017 0:30,100,4,0.00
10/08/2017 0:35,95,4,0.00
10/08/2017 0:40,92,4,0.00
10/08/2017 0:45,91,4,0.00
10/08/2017 0:50,87,4,0.00
10/08/2017 0:55,80,4,0.00
10/08/2017 1:00,78,4,0.00
10/08/2017 1:05,76,4,0.00
10/08/2017 1:10,73,4,0.00
10/08/2017 1:15,72,4,0.00
10/08/2017 1:20,70,4,0.00
10/08/2017 1:25,67,4,0.00
10/08/2017 1:30,67,4,0.00
10/08/2017 1:35,67,4,0.00
10/08/2017 1:40,65,4,0.00
10/08/2017 1:45,65,4,0.00
10/08/2017 1:50,63,4,0.00
10/08/2017 1:55,63,4,0.00
10/08/2017 2:00,63,4,0.00
10/08/2017 2:05,63,4,0.00
10/08/2017 2:10,59,4,0.00
10/08/2017 2:15,56,4,0.00
10/08/2017 2:20,53,4,0.00
10/08/2017 2:25,53,4,0.00
10/08/2017 2:30,52,4,0.00
10/08/2017 2:35,49,4,0.00
10/08/2017 2:40,47,4,0.00
10/08/2017 2:45,44,4,0.00
10/08/2017 2:50,42,4,0.00
10/08/2017 2:55,40,4,0.00
10/08/2017 3:00,37,4,0.00
10/08/2017 3:05,36,4,0.00
10/08/2017 3:10,36,4,0.00
10/08/2017 3:15,34,4,0.00
10/08/2017 3:20,36,4,0.00
10/08/2017 3:25,33,4,0.00
10/08/2017 3:30,34,4,0.00
10/08/2017 3:35,33,4,0.00
10/08/2017 3:40,33,4,0.00
10/08/2017 3:45,33,4,0.00
10/08/2017 3:50,33,4,0.00
10/08/2017 3:55,32,4,0.00
10/08/2017 4:00,29,4,0.00
10/08/2017 4:05,29,4,0.00
10/08/2017 4:10,30,4,0.00
10/08/2017 4:15,30,4,0.00
10/08/2017 4:20,32,4,0.00
10/08/2017 4:25,32,4,0.00
10/08/2017 4:30,32,4,0.00
10/08/2017 4:35,32,4,0.00
10/08/2017 4:40,30,4,0.00
10/08/2017 4:45,32,4,0.00
10/08/2017 4:50,33,4,0.00
10/08/2017 4:55,33,4,0.00
10/08/2017 5:00,32,4,0.00
10/08/2017 5:05,33,4,0.00
10/08/2017 5:10,33,4,0.00
10/08/2017 5:15,33,4,0.00
10/08/2017 5:20,36,4,0.00
10/08/2017 5:25,36,4,0.00
10/08/2017 5:30,37,4,0.00
10/08/2017 5:35,37,4,0.00
10/08/2017 5:40,42,4,0.00
10/08/2017 5:45,43,4,0.00
10/08/2017 5:50,43,4,0.00
10/08/2017 5:55,43,4,0.00
10/08/2017 6:00,45,4,0.00
10/08/2017 6:05,49,4,0.00
10/08/2017 6:10,53,4,0.00
10/08/2017 6:15,56,4,0.00
10/08/2017 6:20,56,4,0.00
10/08/2017 6:25,57,4,0.00
10/08/2017 6:30,59,4,0.00
10/08/2017 6:35,67,4,0.00
10/08/2017 6:40,72,4,0.00
10/08/2017 6:45,72,4,0.00
10/08/2017 6:50,76,4,0.00
10/08/2017 6:55,75,4,0.00
10/08/2017 7:00,77,4,0.00
10/08/2017 7:05,80,4,0.00
10/08/2017 7:10,87,4,0.00
10/08/2017 7:15,92,4,0.00
10/08/2017 7:20,99,4,0.00
10/08/2017 7:25,97,4,0.00
10/08/2017 7:30,95,4,0.00
10/08/2017 7:35,105,4,0.00
10/08/2017 7:40,111,4,0.00
10/08/2017 7:45,115,4,0.00
10/08/2017 7:50,119,4,0.00
10/08/2017 7:55,119,4,0.00
10/08/2017 8:00,121,4,0.00
10/08/2017 8:05,119,4,0.00
10/08/2017 8:10,119,4,0.00
10/08/2017 8:15,123,4,0.00
10/08/2017 8:20,126,4,0.00
10/08/2017 8:25,138,4,0.00
10/08/2017 8:30,138,4,0.00
10/08/2017 8:35,145,4,0.00
10/08/2017 8:40,156,4,0.00
10/08/2017 8:45,168,4,0.00
10/08/2017 8:50,172,4,0.00
10/08/2017 8:55,174,4,0.00
10/08/2017 9:00,171,4,0.00
10/08/2017 9:05,171,4,0.00
10/08/2017 9:10,179,4,0.00
10/08/2017 9:15,181,4,0.00
10/08/2017 9:20,187,4,0.00
10/08/2017 9:25,199,4,0.00
10/08/2017 9:30,201,4,0.00
10/08/2017 9:35,217,4,0.00
10/08/2017 9:40,227,4,0.00
10/08/2017 9:45,231,4,0.00
10/08/2017 9:50,243,4,0.00
10/08/2017 9:55,241,4,0.00
10/08/2017 10:00,244,4,0.00
10/08/2017 10:05,245,4,0.00
10/08/2017 10:10,254,4,0.00
10/08/2017 10:15,266,4,0.00
10/08/2017 10:20,264,4,0.00
10/08/2017 10:25,277,4,0.00
10/08/2017 10:30,277,4,0.00
10/08/2017 10:35,287,4,0.00
10/08/2017 10:40,298,4,0.00
10/08/2017 10:45,308,4,0.00
10/08/2017 10:50,304,4,0.00
10/08/2017 10:55,306,4,0.00
10/08/2017 11:00,304,4,0.00
10/08/2017 11:05,292,4,0.00
10/08/2017 11:10,297,4,0.00
10/08/2017 11:15,308,4,0.00
10/08/2017 11:20,310,4,0.00
10/08/2017 11:25,317,4,0.00
10/08/2017 11:30,324,4,0.00
10/08/2017 11:35,326,4,0.00
10/08/2017 11:40,337,4,0.00
10/08/2017 11:45,340,4,0.00
10/08/2017 11:50,343,4,0.00
10/08/2017 11:55,348,4,0.00
10/08/2017 12:00,348,4,0.00
10/08/2017 12:05,350,4,0.00
10/08/2017 12:10,355,4,0.00
10/08/2017 12:15,354,4,0.00
10/08/2017 12:20,355,4,0.00
10/08/2017 12:25,362,4,0.00
10/08/2017 12:30,363,4,0.00
10/08/2017 12:35,369,4,0.00
10/08/2017 12:40,373,4,0.00
10/08/2017 12:45,373,4,0.00
10/08/2017 12:50,375,4,0.00
10/08/2017 12:55,377,4,0.00
10/08/2017 13:00,377,4,0.00
10/08/2017 13:05,378,4,0.00
10/08/2017 13:10,392,4,0.00
10/08/2017 13:15,402,4,0.00
10/08/2017 13:20,406,4,0.00
10/08/2017 13:25,415,4,0.00
10/08/2017 13:30,405,4,0.00
10/08/2017 13:35,399,4,0.00
10/08/2017 13:40,406,4,0.00
10/08/2017 13:45,406,4,0.00
10/08/2017 13:50,409,4,0.00
10/08/2017 13:55,409,4,0.00
10/08/2017 14:00,403,4,0.00
10/08/2017 14:05,405,4,0.00
10/08/2017 14:10,409,4,0.00
10/08/2017 14:15,411,4,0.00
10/08/2017 14:20,416,4,0.00
10/08/2017 14:25,410,4,0.00
10/08/2017 14:30,415,4,0.00
10/08/2017 14:35,416,4,0.00
10/08/2017 14:40,411,4,0.00
10/08/2017 14:45,411,4,0.00
10/08/2017 14:50,411,4,0.00
10/08/2017 14:55,391,4,0.00
10/08/2017 15:00,406,4,0.00
10/08/2017 15:05,392,4,0.00
10/08/2017 15:10,371,4,0.00
10/08/2017 15:15,409,4,0.00
10/08/2017 15:20,406,4,0.00
10/08/2017 15:25,406,4,0.00
10/08/2017 15:30,398,4,0.00
10/08/2017 15:35,403,4,0.00
10/08/2017 15:40,399,4,0.00
10/08/2017 15:45,369,4,0.00
10/08/2017 15:50,418,4,0.00
10/08/2017 15:55,384,4,0.00
10/08/2017 16:00,392,4,0.00
10/08/2017 16:05,392,4,0.00
10/08/2017 16:10,378,4,0.00
10/08/2017 16:15,396,4,0.00
10/08/2017 16:20,362,4,0.00
10/08/2017 16:25,352,4,0.00
10/08/2017 16:30,365,4,0.00
10/08/2017 16:35,379,4,0.00
10/08/2017 16:40,375,4,0.00
10/08/2017 16:45,354,4,0.00
10/08/2017 16:50,362,4,0.00
10/08/2017 16:55,373,4,0.00
10/08/2017 17:00,363,4,0.00
10/08/2017 17:05,340,4,0.00
10/08/2017 17:10,337,4,0.00
10/08/2017 17:15,350,4,0.00
10/08/2017 17:20,350,4,0.00
10/08/2017 17:25,351,4,0.00
10/08/2017 17:30,350,4,0.00
10/08/2017 17:35,357,4,0.00
10/08/2017 17:40,354,4,0.00
10/08/2017 17:45,350,4,0.00
10/08/2017 17:50,340,4,0.00
10/08/2017 17:55,343,4,0.00
10/08/2017 18:00,324,4,0.00
10/08/2017 18:05,347,4,0.00
10/08/2017 18:10,371,4,0.00
10/08/2017 18:15,355,4,0.00
10/08/2017 18:20,365,4,0.00
10/08/2017 18:25,359,4,0.00
10/08/2017 18:30,346,4,0.00
10/08/2017 18:35,342,4,0.00
10/08/2017 18:40,337,4,0.00
10/08/2017 18:45,331,4,0.00
10/08/2017 18:50,314,4,0.00
10/08/2017 18:55,305,4,0.00
10/08/2017 19:00,287,4,0.00
10/08/2017 19:05,269,4,0.00
10/08/2017 19:10,300,4,0.00
10/08/2017 19:15,300,4,0.00
10/08/2017 19:20,296,4,0.00
10/08/2017 19:25,293,4,0.00
10/08/2017 19:30,288,4,0.00
10/08/2017 19:35,283,4,0.00
10/08/2017 19:40,283,4,0.00
10/08/2017 19:45,279,4,0.00
10/08/2017 19:50,273,4,0.00
10/08/2017 19:55,268,4,0.00
10/08/2017 20:00,264,4,0.00
10/08/2017 20:05,260,4,0.00
10/08/2017 20:10,264,4,0.00
10/08/2017 20:15,264,4,0.00
10/08/2017 20:20,260,4,0.00
10/08/2017 20:25,254,4,0.00
10/08/2017 20:30,252,4,0.00
10/08/2017 20:35,247,4,0.00
10/08/2017 20:40,250,4,0.00
10/08/2017 20:45,242,4,0.00
10/08/2017 20:50,241,4,0.00
10/08/2017 20:55,234,4,0.00
10/08/2017 21:00,231,4,0.00
10/08/2017 21:05,233,4,0.00
10/08/2017 21:10,234,4,0.00
10/08/2017 21:15,234,4,0.00
10/08/2017 21:20,229,4,0.00
10/08/2017 21:25,221,4,0.00
10/08/2017 21:30,216,4,0.00
10/08/2017 21:35,210,4,0.00
10/08/2017 21:40,205,4,0.00
10/08/2017 21:45,199,4,0.00
10/08/2017 21:50,193,4,0.00
10/08/2017 21:55,191,4,0.00
10/08/2017 22:00,186,4,0.00
10/08/2017 22:05,182,4,0.00
10/08/2017 22:10,182,4,0.00
10/08/2017 22:15,178,4,0.00
10/08/2017 22:20,172,4,0.00
10/08/2017 22:25,165,4,0.00
10/08/2017 22:30,159,4,0.00
10/08/2017 22:35,154,4,0.00
10/08/2017 22:40,150,4,0.00
10/08/2017 22:45,145,4,0.00
10/08/2017 22:50,132,4,0.00
10/08/2017 22:55,123,4,0.00
10/08/2017 23:00,119,4,0.00
10/08/2017 23:05,115,4,0.00
10/08/2017 23:10,113,4,0.00
10/08/2017 23:15,111,4,0.00
10/08/2017 23:20,105,4,0.00
10/08/2017 23:25,101,4,0.00
10/08/2017 23:30,95,4,0.00
10/08/2017 23:35,92,4,0.00
10/08/2017 23:40,92,4,0.00
10/08/2017 23:45,87,4,0.00
10/08/2017 23:50,82,4,0.00
10/08/2017 23:55,76,4,0.00
10/09/2017 0:00,73,4,0.00
10/09/2017 0:05,69,4,0.00
10/09/2017 0:10,66,4,0.00
10/09/2017 0:15,63,4,0.00
10/09/2017 0:20,60,4,0.00
10/09/2017 0:25,57,4,0.00
10/09/2017 0:30,53,4,0.00
10/09/2017 0:35,52,4,0.00
10/09/2017 0:40,49,4,0.00
10/09/2017 0:45,46,4,0.00
10/09/2017 0:50,44,4,0.00
10/09/2017 0:55,42,4,0.00
10/09/2017 1:00,41,4,0.00
10/09/2017 1:05,41,4,0.00
10/09/2017 1:10,33,4,0.00
10/09/2017 1:15,37,4,0.00
10/09/2017 1:20,34,4,0.00
10/09/2017 1:25,33,4,0.00
10/09/2017 1:30,32,4,0.00
10/09/2017 1:35,33,4,0.00
10/09/2017 1:40,33,4,0.00
10/09/2017 1:45,30,4,0.00
10/09/2017 1:50,29,4,0.00
10/09/2017 1:55,29,4,0.00
10/09/2017 2:00,29,4,0.00
10/09/2017 2:05,29,4,0.00
10/09/2017 2:10,29,4,0.00
10/09/2017 2:15,29,4,0.00
10/09/2017 2:20,26,4,0.00
10/09/2017 2:25,26,4,0.00
10/09/2017 2:30,27,4,0.00
10/09/2017 2:35,27,4,0.00
10/09/2017 2:40,29,4,0.00
10/09/2017 2:45,29,4,0.00
10/09/2017 2:50,27,4,0.00
10/09/2017 2:55,25,4,0.00
10/09/2017 3:00,23,4,0.00
10/09/2017 3:05,23,4,0.00
10/09/2017 3:10,23,4,0.00
10/09/2017 3:15,23,4,0.00
10/09/2017 3:20,23,4,0.00
10/09/2017 3:25,23,4,0.00
10/09/2017 3:30,23,4,0.00
10/09/2017 3:35,26,4,0.00
10/09/2017 3:40,26,4,0.00
10/09/2017 3:45,25,4,0.00
10/09/2017 3:50,26,4,0.00
10/09/2017 3:55,26,4,0.00
10/09/2017 4:00,25,4,0.00
10/09/2017 4:05,29,4,0.00
10/09/2017 4:10,29,4,0.00
10/09/2017 4:15,32,4,0.00
10/09/2017 4:20,32,4,0.00
10/09/2017 4:25,33,4,0.00
10/09/2017 4:30,36,4,0.00
10/09/2017 4:35,39,4,0.00
10/09/2017 4:40,45,4,0.00
10/09/2017 4:45,49,4,0.00
10/09/2017 4:50,52,4,0.00
10/09/2017 4:55,53,4,0.00
10/09/2017 5:00,53,4,0.00
10/09/2017 5:05,60,4,0.00
10/09/2017 5:10,70,4,0.00
10/09/2017 5:15,80,4,0.00
10/09/2017 5:20,89,4,0.00
10/09/2017 5:25,99,4,0.00
10/09/2017 5:30,111,4,0.00
10/09/2017 5:35,126,4,0.00
10/09/2017 5:40,139,4,0.00
10/09/2017 5:45,147,4,0.00
10/09/2017 5:50,149,4,0.00
10/09/2017 5:55,146,4,0.00
10/09/2017 6:00,145,4,0.00
10/09/2017 6:05,154,4,0.00
10/09/2017 6:10,172,4,0.00
10/09/2017 6:15,186,4,0.00
10/09/2017 6:20,197,4,0.00
10/09/2017 6:25,206,4,0.00
10/09/2017 6:30,216,4,0.00
10/09/2017 6:35,227,4,0.00
10/09/2017 6:40,244,4,0.00
10/09/2017 6:45,254,4,0.00
10/09/2017 6:50,254,4,0.00
10/09/2017 6:55,247,4,0.00
10/09/2017 7:00,243,4,0.00
10/09/2017 7:05,249,4,0.00
10/09/2017 7:10,273,4,0.00
10/09/2017 7:15,297,4,0.00
10/09/2017 7:20,310,4,0.00
10/09/2017 7:25,327,4,0.00
10/09/2017 7:30,329,4,0.00
10/09/2017 7:35,355,4,0.00
10/09/2017 7:40,369,4,0.00
10/09/2017 7:45,387,4,0.00
10/09/2017 7:50,384,4,0.00
10/09/2017 7:55,369,4,0.00
10/09/2017 8:00,359,4,0.00
10/09/2017 8:05,348,4,0.00
10/09/2017 8:10,352,4,0.00
10/09/2017 8:15,350,4,0.00
10/09/2017 8:20,357,4,0.00
10/09/2017 8:25,347,4,0.00
10/09/2017 8:30,339,4,0.00
10/09/2017 8:35,329,4,0.00
10/09/2017 8:40,334,4,0.00
10/09/2017 8:45,334,4,0.00
10/09/2017 8:50,336,4,0.00
10/09/2017 8:55,316,4,0.00
10/09/2017 9:00,305,4,0.00
10/09/2017 9:05,293,4,0.00
10/09/2017 9:10,304,4,0.00
10/09/2017 9:15,302,4,0.00
10/09/2017 9:20,306,4,0.00
10/09/2017 9:25,302,4,0.00
10/09/2017 9:30,302,4,0.00
10/09/2017 9:35,302,4,0.00
10/09/2017 9:40,305,4,0.00
10/09/2017 9:45,308,4,0.00
10/09/2017 9:50,306,4,0.00
10/09/2017 9:55,301,4,0.00
10/09/2017 10:00,298,4,0.00
10/09/2017 10:05,294,4,0.00
10/09/2017 10:10,294,4,0.00
10/09/2017 10:15,302,4,0.00
10/09/2017 10:20,301,4,0.00
10/09/2017 10:25,304,4,0.00
10/09/2017 10:30,306,4,0.00
10/09/2017 10:35,314,4,0.00
10/09/2017 10:40,314,4,0.00
10/09/2017 10:45,316,4,0.00
10/09/2017 10:50,314,4,0.00
10/09/2017 10:55,316,4,0.00
10/09/2017 11:00,310,4,0.00
10/09/2017 11:05,317,4,0.00
10/09/2017 11:10,324,4,0.00
10/09/2017 11:15,319,4,0.00
10/09/2017 11:20,329,4,0.00
10/09/2017 11:25,333,4,0.00
10/09/2017 11:30,339,4,0.00
10/09/2017 11:35,340,4,0.00
10/09/2017 11:40,340,4,0.00
10/09/2017 11:45,347,4,0.00
10/09/2017 11:50,350,4,0.00
10/09/2017 11:55,348,4,0.00
10/09/2017 12:00,350,4,0.00
10/09/2017 12:05,359,4,0.00
10/09/2017 12:10,369,4,0.00
10/09/2017 12:15,371,4,0.00
10/09/2017 12:20,362,4,0.00
10/09/2017 12:25,365,4,0.00
10/09/2017 12:30,366,4,0.00
10/09/2017 12:35,365,4,0.00
10/09/2017 12:40,369,4,0.00
10/09/2017 12:45,377,4,0.00
10/09/2017 12:50,377,4,0.00
10/09/2017 12:55,377,4,0.00
10/09/2017 13:00,373,4,0.00
10/09/2017 13:05,373,4,0.00
10/09/2017 13:10,379,4,0.00
10/09/2017 13:15,387,4,0.00
10/09/2017 13:20,392,4,0.00
10/09/2017 13:25,392,4,0.00
10/09/2017 13:30,391,4,0.00
10/09/2017 13:35,387,4,0.00
10/09/2017 13:40,400,4,0.00
10/09/2017 13:45,411,4,0.00
10/09/2017 13:50,406,4,0.00
10/09/2017 13:55,396,4,0.00
10/09/2017 14:00,392,4,0.00
10/09/2017 14:05,401,4,0.00
10/09/2017 14:10,416,4,0.00
10/09/2017 14:15,421,4,0.00
10/09/2017 14:20,425,4,0.00
10/09/2017 14:25,422,4,0.00
10/09/2017 14:30,425,4,0.00
10/09/2017 14:35,437,4,0.00
10/09/2017 14:40,455,4,0.00
10/09/2017 14:45,452,4,0.00
10/09/2017 14:50,432,4,0.00
10/09/2017 14:55,411,4,0.00
10/09/2017 15:00,387,4,0.00
10/09/2017 15:05,418,4,0.00
10/09/2017 15:10,382,4,0.00
10/09/2017 15:15,399,4,0.00
10/09/2017 15:20,421,4,0.00
10/09/2017 15:25,422,4,0.00
10/09/2017 15:30,377,4,0.00
10/09/2017 15:35,387,4,0.00
10/09/2017 15:40,405,4,0.00
10/09/2017 15:45,388,4,0.00
10/09/2017 15:50,369,4,0.00
10/09/2017 15:55,362,4,0.00
10/09/2017 16:00,343,4,0.00
10/09/2017 16:05,354,4,0.00
10/09/2017 16:10,366,4,0.00
10/09/2017 16:15,363,4,0.00
10/09/2017 16:20,375,4,0.00
10/09/2017 16:25,350,4,0.00
10/09/2017 16:30,375,4,0.00
10/09/2017 16:35,365,4,0.00
10/09/2017 16:40,365,4,0.00
10/09/2017 16:45,399,4,0.00
10/09/2017 16:50,369,4,0.00
10/09/2017 16:55,355,4,0.00
10/09/2017 17:00,351,4,0.00
10/09/2017 17:05,365,4,0.00
10/09/2017 17:10,387,4,0.00
10/09/2017 17:15,396,4,0.00
10/09/2017 17:20,386,4,0.00
10/09/2017 17:25,409,4,0.00
10/09/2017 17:30,383,4,0.00
10/09/2017 17:35,377,4,0.00
10/09/2017 17:40,373,4,0.00
10/09/2017 17:45,387,4,0.00
10/09/2017 17:50,396,4,0.00
10/09/2017 17:55,392,4,0.00
10/09/2017 18:00,369,4,0.00
10/09/2017 18:05,378,4,0.00
10/09/2017 18:10,375,4,0.00
10/09/2017 18:15,382,4,0.00
10/09/2017 18:20,388,4,0.00
10/09/2017 18:25,388,4,0.00
10/09/2017 18:30,366,4,0.00
10/09/2017 18:35,396,4,0.00
10/09/2017 18:40,365,4,0.00
10/09/2017 18:45,362,4,0.00
10/09/2017 18:50,371,4,0.00
10/09/2017 18:55,359,4,0.00
10/09/2017 19:00,329,4,0.00
10/09/2017 19:05,340,4,0.00
10/09/2017 19:10,343,4,0.00
10/09/2017 19:15,339,4,0.00
10/09/2017 19:20,329,4,0.00
10/09/2017 19:25,316,4,0.00
10/09/2017 19:30,298,4,0.00
10/09/2017 19:35,293,4,0.00
10/09/2017 19:40,283,4,0.00
10/09/2017 19:45,277,4,0.00
10/09/2017 19:50,268,4,0.00
10/09/2017 19:55,260,4,0.00
10/09/2017 20:00,247,4,0.00
10/09/2017 20:05,243,4,0.00
10/09/2017 20:10,249,4,0.00
10/09/2017 20:15,244,4,0.00
10/09/2017 20:20,234,4,0.00
10/09/2017 20:25,224,4,0.00
10/09/2017 20:30,219,4,0.00
10/09/2017 20:35,214,4,0.00
10/09/2017 20:40,217,4,0.00
10/09/2017 20:45,212,4,0.00
10/09/2017 20:50,203,4,0.00
10/09/2017 20:55,201,4,0.00
10/09/2017 21:00,197,4,0.00
10/09/2017 21:05,203,4,0.00
10/09/2017 21:10,209,4,0.00
10/09/2017 21:15,209,4,0.00
10/09/2017 21:20,205,4,0.00
10/09/2017 21:25,197,4,0.00
10/09/2017 21:30,191,4,0.00
10/09/2017 21:35,187,4,0.00
10/09/2017 21:40,183,4,0.00
10/09/2017 21:45,176,4,0.00
10/09/2017 21:50,172,4,0.00
10/09/2017 21:55,164,4,0.00
10/09/2017 22:00,161,4,0.00
10/09/2017 22:05,158,4,0.00
10/09/2017 22:10,161,4,0.00
10/09/2017 22:15,164,4,0.00
10/09/2017 22:20,154,4,0.00
10/09/2017 22:25,146,4,0.00
10/09/2017 22:30,138,4,0.00
10/09/2017 22:35,134,4,0.00
10/09/2017 22:40,133,4,0.00
10/09/2017 22:45,126,4,0.00
10/09/2017 22:50,116,4,0.00
10/09/2017 22:55,109,4,0.00
10/09/2017 23:00,104,4,0.00
10/09/2017 23:05,100,4,0.00
10/09/2017 23:10,99,4,0.00
10/09/2017 23:15,96,4,0.00
10/09/2017 23:20,89,4,0.00
10/09/2017 23:25,82,4,0.00
10/09/2017 23:30,82,4,0.00
10/09/2017 23:35,82,4,0.00
10/09/2017 23:40,80,4,0.00
10/09/2017 23:45,77,4,0.00
10/09/2017 23:50,70,4,0.00
10/09/2017 23:55,63,4,0.00
10/10/2017 0:00,59,4,0.00
10/10/2017 0:05,57,4,0.00
10/10/2017 0:10,59,4,0.00
10/10/2017 0:15,57,4,0.00
10/10/2017 0:20,53,4,0.00
10/10/2017 0:25,49,4,0.00
10/10/2017 0:30,46,4,0.00
10/10/2017 0:35,44,4,0.00
10/10/2017 0:40,44,4,0.00
10/10/2017 0:45,42,4,0.00
10/10/2017 0:50,39,4,0.00
10/10/2017 0:55,37,4,0.00
10/10/2017 1:00,33,4,0.00
10/10/2017 1:05,33,4,0.00
10/10/2017 1:10,33,4,0.00
10/10/2017 1:15,33,4,0.00
10/10/2017 1:20,32,4,0.00
10/10/2017 1:25,29,4,0.00
10/10/2017 1:30,30,4,0.00
10/10/2017 1:35,32,4,0.00
10/10/2017 1:40,30,4,0.00
10/10/2017 1:45,29,4,0.00
10/10/2017 1:50,29,4,0.00
10/10/2017 1:55,27,4,0.00
10/10/2017 2:00,27,4,0.00
10/10/2017 2:05,27,4,0.00
10/10/2017 2:10,26,4,0.00
10/10/2017 2:15,25,4,0.00
10/10/2017 2:20,26,4,0.00
10/10/2017 2:25,26,4,0.00
10/10/2017 2:30,27,4,0.00
10/10/2017 2:35,29,4,0.00
10/10/2017 2:40,29,4,0.00
10/10/2017 2:45,29,4,0.00
10/10/2017 2:50,26,4,0.00
10/10/2017 2:55,26,4,0.00
10/10/2017 3:00,25,4,0.00
10/10/2017 3:05,25,4,0.00
10/10/2017 3:10,26,4,0.00
10/10/2017 3:15,25,4,0.00
10/10/2017 3:20,26,4,0.00
10/10/2017 3:25,23,4,0.00
10/10/2017 3:30,29,4,0.00
10/10/2017 3:35,29,4,0.00
10/10/2017 3:40,29,4,0.00
10/10/2017 3:45,29,4,0.00
10/10/2017 3:50,29,4,0.00
10/10/2017 3:55,27,4,0.00
10/10/2017 4:00,30,4,0.00
10/10/2017 4:05,29,4,0.00
10/10/2017 4:10,32,4,0.00
10/10/2017 4:15,29,4,0.00
10/10/2017 4:20,33,4,0.00
10/10/2017 4:25,34,4,0.00
10/10/2017 4:30,37,4,0.00
10/10/2017 4:35,42,4,0.00
10/10/2017 4:40,51,4,0.00
10/10/2017 4:45,51,4,0.00
10/10/2017 4:50,53,4,0.00
10/10/2017 4:55,56,4,0.00
10/10/2017 5:00,57,4,0.00
10/10/2017 5:05,65,4,0.00
10/10/2017 5:10,76,4,0.00
10/10/2017 5:15,86,4,0.00
10/10/2017 5:20,95,4,0.00
10/10/2017 5:25,105,4,0.00
10/10/2017 5:30,121,4,0.00
10/10/2017 5:35,134,4,0.00
10/10/2017 5:40,158,4,0.00
10/10/2017 5:45,168,4,0.00
10/10/2017 5:50,171,4,0.00
10/10/2017 5:55,165,4,0.00
10/10/2017 6:00,168,4,0.00
10/10/2017 6:05,178,4,0.00
10/10/2017 6:10,197,4,0.00
10/10/2017 6:15,214,4,0.00
10/10/2017 6:20,231,4,0.00
10/10/2017 6:25,234,4,0.00
10/10/2017 6:30,250,4,0.00
10/10/2017 6:35,266,4,0.00
10/10/2017 6:40,283,4,0.00
10/10/2017 6:45,294,4,0.00
10/10/2017 6:50,296,4,0.00
10/10/2017 6:55,288,4,0.00
10/10/2017 7:00,292,4,0.00
10/10/2017 7:05,298,4,0.00
10/10/2017 7:10,317,4,0.00
10/10/2017 7:15,331,4,0.00
10/10/2017 7:20,346,4,0.00
10/10/2017 7:25,355,4,0.00
10/10/2017 7:30,363,4,0.00
10/10/2017 7:35,388,4,0.00
10/10/2017 7:40,407,4,0.00
10/10/2017 7:45,405,4,0.00
10/10/2017 7:50,411,4,0.00
10/10/2017 7:55,392,4,0.00
10/10/2017 8:00,386,4,0.00
10/10/2017 8:05,384,4,0.00
